Sr.#,District,Tehsil,Markaz,EMIS,"School Name","Male Baseline","Male Current","Male Target","Female Baseline","Female Current","Female Target","Total Baseline","Total Current","Total Target","Achievement %"
4173,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210181,"GPS CHAK NO.146/NP",0,0,0,0,0,0,0,0,0,0%
4174,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210182,"GPS CHAK NO.147/NP",88,83,95,43,51,47,131,134,142,27.3%
4175,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210185,"GPS CHAK WAHNI QADEEM",94,103,121,73,71,94,167,174,215,14.6%
4176,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210183,"GPS HAFIZ ABAD",0,0,0,0,0,0,0,0,0,0%
4177,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210180,"GPS JHOKE NAICH",0,0,0,0,0,0,0,0,0,0%
4178,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210184,"GPS MAHAND",0,0,0,0,0,0,0,0,0,0%
4179,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210175,"GPS MANSOOR ABAD",0,0,0,0,0,0,0,0,0,0%
4180,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210176,"GPS MANZOOR ABAD",0,0,0,0,0,0,0,0,0,0%
4181,BAHAWALPUR,"AHMADPUR EAST","MAHAND SHARIF - MALE",31210582,"GPS NABI BUKHSH KHOR",0,0,0,0,0,0,0,0,0,0%
4182,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210074,"GGES BASTI HAJI MUHAMMAD ALI",51,53,95,122,120,226,173,173,321,0%
4183,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210699,"GGES ZASHAN ABAD",6,12,14,129,140,311,135,152,325,8.9%
4184,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210462,"GGPS AHMADPUR TAPPA",5,7,5,100,106,107,105,113,112,100%
4185,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210723,"GGPS ASHIQ SHAH",0,0,0,0,0,0,0,0,0,0%
4186,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210453,"GGPS CHAK NAURANG NO. 1",0,0,0,0,0,0,0,0,0,0%
4187,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210491,"GGPS CHAK NAURANG NO. 2",0,0,0,0,0,0,0,0,0,0%
4188,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210474,"GGPS JINDOO CHANNAR NO.1",86,89,91,84,82,88,170,171,179,11.1%
4189,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210498,"GGPS LAKHAN WALI",0,0,0,0,0,0,0,0,0,0%
4190,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210489,"GGPS MANDHAL NO.2",0,0,0,0,0,0,0,0,0,0%
4191,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210479,"GGPS PULL FAROOQ ABAD",0,0,0,0,0,0,0,0,0,0%
4192,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210451,"GGPS WAHI BAHAWAL SHAH",0,0,0,0,0,0,0,0,0,0%
4193,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210455,"GMPS ABDULLAH PUR",0,0,0,0,0,0,0,0,0,0%
4194,BAHAWALPUR,"AHMADPUR EAST","MANDHAL - FEMALE",31210490,"GMPS PIPLI RAJAN",0,0,0,0,0,0,0,0,0,0%
4195,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210212,"GES AALI WAHAN",199,217,262,76,91,100,275,308,362,37.9%
4196,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210049,"GES MAKHWARA",187,190,294,14,18,22,201,208,316,6.1%
4197,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210676,"GPS AALAM RAB NAWAZ",0,0,0,0,0,0,0,0,0,0%
4198,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210596,"GPS AALI WAHAN",0,0,0,0,0,0,0,0,0,0%
4199,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210213,"GPS ARABIC BHATTIAN",0,0,3,0,0,3,0,0,6,0%
4200,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210232,"GPS ARABIC MANDHAL",0,0,0,0,0,0,0,0,0,0%
4201,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210231,"GPS CHAK NAURANG",0,0,0,0,0,0,0,0,0,0%
4202,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210597,"GPS HAJI GHALWAN",0,0,0,0,0,0,0,0,0,0%
4203,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210229,"GPS MANDHAL",58,48,65,2,2,2,60,50,67,0%
4204,BAHAWALPUR,"AHMADPUR EAST","MANDHAL- MALE",31210604,"GTPS SAMEEJA ABAD",0,0,0,0,0,0,0,0,0,0%
4205,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210473,"GGPS JINDOO CHANNAR NO.2",0,0,0,0,0,0,0,0,0,0%
4206,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210461,"GGPS KHAR WALA",0,0,0,0,0,0,0,0,0,0%
4207,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210475,"GGPS MANGLOTI",0,0,0,0,0,0,0,0,0,0%
4208,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210362,"GGPS QADIR PUR",0,0,0,0,0,0,0,0,0,0%
4209,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210470,"GGPS SARDAR KALOO KHAN",0,0,0,0,0,0,0,0,0,0%
4210,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - FEMALE",31210326,"GGPS TIBBI HOTE MAHAR",0,0,0,0,0,0,0,0,0,0%
4211,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210109,"GES JINDOO CHANNAR",125,120,250,89,94,178,214,214,428,0%
4212,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210034,"GES TIBBI HOTE MAHAR",203,197,306,84,97,127,287,294,433,4.8%
4213,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210727,"GPS ABDUL MAJEED SOLGI",0,0,0,0,0,0,0,0,0,0%
4214,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210199,"GPS ARSHAD ABAD",0,0,0,0,0,0,0,0,0,0%
4215,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210594,"GPS BASTI BHATTIAN",0,0,0,0,0,0,0,0,0,0%
4216,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210108,"GPS GIDDER HATTI",0,0,0,0,0,0,0,0,0,0%
4217,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210205,"GPS MAHI TIBBA",0,0,0,0,0,0,0,0,0,0%
4218,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210201,"GPS MAJEED ABAD",88,98,94,93,85,100,181,183,194,15.4%
4219,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210197,"GPS MANGLOTI",82,72,107,43,53,56,125,125,163,0%
4220,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210202,"GPS MISSON KOT",69,67,90,53,56,69,122,123,159,2.7%
4221,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210204,"GPS QADIR PUR",80,84,86,45,44,48,125,128,134,33.3%
4222,BAHAWALPUR,"AHMADPUR EAST","MANGLOTI - MALE",31210200,"GPS SADAT",58,61,78,63,60,85,121,121,163,0%
4223,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210390,"GGES ANAIT PUR",66,65,110,125,130,208,191,195,318,3.1%
4224,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210459,"GGPS (MODEL) CHAH MUNSHI WALA",61,67,71,75,82,87,136,149,158,59.1%
4225,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210352,"GGPS BASTI DARKHANAN",0,0,0,0,0,0,0,0,0,0%
4226,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210342,"GGPS BASTI DHORAN",50,52,91,70,68,127,120,120,218,0%
4227,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210347,"GGPS BASTI IMAMOON ARAIN",56,58,59,74,73,79,130,131,138,12.5%
4228,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210348,"GGPS CHAH SARDAR KHAN",24,32,26,97,100,107,121,132,133,91.7%
4229,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210343,"GGPS GULAN LAR",0,0,0,0,0,0,0,0,0,0%
4230,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210330,"GGPS MALIK MUHAMMAD HUSSAIN",0,0,0,171,178,180,171,178,180,77.8%
4231,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210469,"GGPS MAULVI MUHAMMAD HUSSAIN",0,0,0,0,0,0,0,0,0,0%
4232,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210345,"GGPS NAZEER ABAD NO.1",147,133,155,211,197,222,358,330,377,0%
4233,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210346,"GGPS NAZEER ABAD NO.2",0,0,0,0,0,0,0,0,0,0%
4234,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210341,"GGPS ZAHIR PEER",49,50,52,62,61,66,111,111,118,0%
4235,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210662,"GMPS BASTI CHACHRAN",87,102,124,65,68,93,152,170,217,27.7%
4236,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - FEMALE",31210333,"GPS MODEL WAHI QADIR DINA",124,137,137,199,193,220,323,330,357,20.6%
4237,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210110,"GES CHAH SARDAR KHAN",140,116,163,43,43,50,183,159,213,0%
4238,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210083,"GPS ABBAS PUR",0,0,0,0,0,0,0,0,0,0%
4239,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210089,"GPS BASTI ABDUL MAALIK",208,207,220,49,51,52,257,258,272,6.7%
4240,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210117,"GPS BASTI BUCHA",69,69,73,56,63,59,125,132,132,100%
4241,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210113,"GPS BASTI PUNRAN",81,82,86,69,76,73,150,158,159,88.9%
4242,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210111,"GPS GULAN LAR",63,72,110,63,69,110,126,141,220,16%
4243,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210114,"GPS IMAMOON ARAIN",67,97,110,62,91,102,129,188,212,71.1%
4244,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210569,"GPS MUMTAZ ABAD",92,94,162,29,29,51,121,123,213,2.2%
4245,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210567,"GPS NAZEER ABAD",90,95,116,34,35,44,124,130,160,16.7%
4246,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210568,"GPS PHULLAN KHAN MEHRAB WALA",0,0,0,0,0,0,0,0,0,0%
4247,BAHAWALPUR,"AHMADPUR EAST","MEHRAB WALA - MALE",31210079,"GPS RAMZAN JUIYA",86,83,92,20,24,22,106,107,114,12.5%
4248,BAHAWALPUR,"AHMADPUR EAST",MUBARAKPUR,31210595,"GPS JAMRANI JADEED",0,0,0,0,0,0,0,0,0,0%
4249,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210456,"GGPS ALLAH BUKHSH DAWANJ",0,0,0,0,0,0,0,0,0,0%
4250,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210731,"GGPS BASTI BAKHSH WALI",0,0,0,0,0,0,0,0,0,0%
4251,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210493,"GGPS BASTI FIDA HUSSAIN",0,0,0,0,0,0,0,0,0,0%
4252,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210507,"GGPS GARWAN",0,0,0,0,0,0,0,0,0,0%
4253,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210466,"GGPS JAM PALLU KHOR",0,0,0,0,0,0,0,0,0,0%
4254,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210467,"GGPS JAMRANI JADEED",0,0,0,0,0,0,0,0,0,0%
4255,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210488,"GGPS MANDHAL NO.1",0,0,0,0,0,0,0,0,0,0%
4256,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210494,"GGPS MEHMOOD SHAH MANDHAL",0,0,0,0,0,0,0,0,0,0%
4257,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210454,"GGPS MISTRY KHUDA BUKHSH",0,0,0,0,0,0,0,0,0,0%
4258,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210481,"GGPS SHAFI BERTH",0,0,0,0,0,0,0,0,0,0%
4259,BAHAWALPUR,"AHMADPUR EAST","NAUSHERA JADEED (A) - FEMALE",31210716,"GGPS SHAKOORA ARAIN",0,0,0,0,0,0,0,0,0,0%
4260,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210700,"GGCMS GHULAM SARWAR WARAN",56,63,94,71,66,119,127,129,213,2.3%
4261,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210522,"GGES NONARI NO.1",72,61,75,192,131,200,264,192,275,0%
4262,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210653,"GGPS BASTI ARAIN",0,0,0,0,0,0,0,0,0,0%
4263,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210726,"GGPS BASTI KAKAR MOUZA PATTI CHANG",0,0,0,0,0,0,0,0,0,0%
4264,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210724,"GGPS BASTI MANIK MOUZA KOTLA REHMAT SHAH",45,45,47,77,77,81,122,122,128,0%
4265,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210379,"GGPS BHINDA LAR",0,0,0,0,0,0,0,0,0,0%
4266,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210376,"GGPS HAIDER SOLGI",0,0,0,0,0,0,0,0,0,0%
4267,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210447,"GGPS HAMID PUR KALAN NO.1",0,0,0,0,0,0,0,0,0,0%
4268,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210449,"GGPS HAMID PUR KALAN NO.2",0,0,0,0,0,0,0,0,0,0%
4269,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210516,"GGPS KHAIRPUR DAHA",0,0,0,0,0,0,0,0,0,0%
4270,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210659,"GGPS KHOKHRAN",0,0,0,0,0,0,0,0,0,0%
4271,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210448,"GGPS KOTLA BAQIR SHAH",0,0,0,0,0,0,0,0,0,0%
4272,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210534,"GGPS LOHARI WALI",0,0,0,0,0,0,0,0,0,0%
4273,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210517,"GGPS MAULVI WAZEER AHMAD",43,44,45,74,73,78,117,117,123,0%
4274,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210324,"GGPS MUD ARAIN",63,64,69,79,83,86,142,147,155,38.5%
4275,BAHAWALPUR,"AHMADPUR EAST","NONARI - FEMALE",31210533,"GGPS NONARI NO.2",0,0,0,0,0,0,0,0,0,0%
4276,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210052,"GES JOIYA ABAD",198,198,216,93,99,101,291,297,317,23.1%
4277,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210317,"GES RATAR NAHRAN WALI",147,153,182,105,110,130,252,263,312,18.3%
4278,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210123,"GOVT. ARABIC PRIMARY SCHOOL MUHAMMAD ABAD",0,0,0,0,0,0,0,0,0,0%
4279,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210260,"GPS ARABIC SHABBIR ABAD",69,67,83,62,65,75,131,132,158,3.7%
4280,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210272,"GPS ARABIC THATH WARN",0,0,0,0,0,0,0,0,0,0%
4281,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210620,"GPS BASHIR ABAD",0,0,0,0,0,0,0,0,0,0%
4282,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210144,"GPS HAIDER SOLGI",0,0,0,0,0,0,0,0,0,0%
4283,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210255,"GPS HALEEM PUR",106,92,134,20,48,25,126,140,159,42.4%
4284,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210269,"GPS KOTLA SHEIKHAN",0,0,0,0,0,0,0,0,0,0%
4285,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210258,"GPS LOHARI WALI",0,0,0,0,0,0,0,0,0,0%
4286,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210619,"GPS MEHROO WALI",0,0,0,0,0,0,0,0,0,0%
4287,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210256,"GPS NARRI BIG",102,101,109,91,96,97,193,197,206,30.8%
4288,BAHAWALPUR,"AHMADPUR EAST","NONARI - MALE",31210625,"GPS TANZEEM MUNEER SHAHEED",0,0,0,0,0,0,0,0,0,0%
4289,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - FEMALE",31210418,"GGPS CHAK NO.155/NP",0,0,0,0,0,0,0,0,0,0%
4290,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - FEMALE",31210420,"GGPS RAM KALI",0,0,0,0,0,0,0,0,0,0%
4291,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210041,"GES RAM KALI",83,81,236,34,39,97,117,120,333,1.4%
4292,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210189,"GPS AHMAD BUKHSH BHATTI",66,69,74,95,93,106,161,162,180,5.3%
4293,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210193,"GPS ARABIC MEHMOOD MAHTAM",64,67,87,57,68,78,121,135,165,31.8%
4294,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210173,"GPS BASTI ABDUL MAJEED",0,0,0,0,0,0,0,0,0,0%
4295,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210170,"GPS BASTI PANWARAN",61,62,80,60,60,79,121,122,159,2.6%
4296,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210177,"GPS CHAH FATEH MUHAMMMAD",0,0,0,0,0,0,0,0,0,0%
4297,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210172,"GPS CHAK NO.150/NP",122,132,137,0,0,0,122,132,137,66.7%
4298,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210586,"GPS CHAK NO.157/NP",0,0,0,0,0,0,0,0,0,0%
4299,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210166,"GPS FAZAL ELAHI",0,0,0,0,0,0,0,0,0,0%
4300,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210174,"GPS KORA KULYAR",92,91,125,109,113,148,201,204,273,4.2%
4301,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210164,"GPS TAHIR WALI",0,0,0,0,0,0,0,0,0,0%
4302,BAHAWALPUR,"AHMADPUR EAST","RAJAR HOO - MALE",31210579,"GPS TANZEEM CHAK NO.152/NP",0,0,0,0,0,0,0,0,0,0%
4303,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210698,"GGHS AMIN NAGAR",65,80,97,288,302,432,353,382,529,16.5%
4304,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210075,"GGHS BUKHTIARI",0,0,0,609,575,748,609,575,748,0%
4305,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210028,"GGHS CHAK LOHARAN",26,36,28,371,365,396,397,401,424,14.8%
4306,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210026,"GGHS CHANNI GOTH",63,73,71,738,707,833,801,780,904,0%
4307,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210520,"GGHS DHOOR KOT",0,0,0,310,317,448,310,317,448,5.1%
4308,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210664,"GGHS HATHEJI",31,32,38,430,469,521,461,501,559,40.8%
4309,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210025,"GGHS MEHRAB WALA",0,1,0,526,560,556,526,561,556,100%
4310,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210023,"GGHS MODEL AHMADPUR EAST",41,39,48,1568,1661,1839,1609,1700,1887,32.7%
4311,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210066,"GGHS MOHALLA ABBASIA",107,120,158,178,206,263,285,326,421,30.1%
4312,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210030,"GGHS NABI PUR",71,83,97,376,382,514,447,465,611,11%
4313,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210072,"GGHS NAUSHEHRA JADEED",0,0,0,366,376,431,366,376,431,15.4%
4314,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210537,"GGHS RASOOLPUR SHIKRANI",0,0,0,595,625,601,595,625,601,100%
4315,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210065,"GGHS TIBBI IZZAT",0,0,0,654,673,671,654,673,671,100%
4316,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210024,"GGHSS DERA NAWAB SAHIB",1,0,1,1252,1271,1424,1253,1271,1425,10.5%
4317,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210027,"GGHSS MUBARAKPUR",107,126,120,732,774,819,839,900,939,61%
4318,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210029,"GGHSS UCH SHAREEF",2,2,2,1086,1103,1201,1088,1105,1203,14.8%
4319,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210048,"GHS AHMADPUR TAPPA",325,335,423,1,1,1,326,336,424,10.2%
4320,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210038,"GHS CHAH YOUSUF WALA",219,228,478,0,0,0,219,228,478,3.5%
4321,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210051,"GHS CHAK LOHARAN",347,341,591,2,2,3,349,343,594,0%
4322,BAHAWALPUR,"AHMADPUR EAST",SECONDARY-WING,31210043,"GHS CHANNI GOTH",353,382,621,7,10,12,360,392,633,11.7%
